smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
O=C(Cl)Cl.Oc1c(Br)cc(C(c2cc(Br)c(O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O=C(Cl)Oc1c(Br)cc(C(c2cc(Br)c(O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O=C(Cl)Oc1c(Br)cc(C(c2cc(Br)c(OC(=O)Cl)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O=C(Cl)Oc1c(Br)cc(C(c2cc(Br)c(OC(=O)Oc3c(Br)cc(C(c4cc(Br)c(OC(=O)Oc5c(Br)cc(C(c6cc(Br)c(O)c(Br)c6)(C(F)(F)F)C(F)(F)F)cc5Br)c(Br)c4)(C(F)(F)F)C(F)(F)F)cc3Br)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O=C(Cl)Oc1c(Br)cc(C(c2cc(Br)c(OC(=O)Oc3c(Br)cc(C(c4cc(Br)c(OC(=O)Oc5c(Br)cc(C(c6cc(Br)c(OC(=O)Oc7c(Br)cc(C(c8cc(Br)c(OC(=O)Oc9c(Br)cc(C(c%10cc(Br)c(OC(=O)Oc%11c(Br)cc(C(c%12cc(Br)c(OC(=O)Oc%13c(Br)cc(C(c%14cc(Br)c(OC(=O)Oc%15c(Br)cc(C(c%16cc(Br)c(OC(=O)Oc%17c(Br)cc(C(c%18cc(Br)c(O)c(Br)c%18)(C(F)(F)F)C(F)(F)F)cc%17Br)c(Br)c%16)(C(F)(F)F)C(F)(F)F)cc%15Br)c(Br)c%14)(C(F)(F)F)C(F)(F)F)cc%13Br)c(Br)c%12)(C(F)(F)F)C(F)(F)F)cc%11Br)c(Br)c%10)(C(F)(F)F)C(F)(F)F)cc9Br)c(Br)c8)(C(F)(F)F)C(F)(F)F)cc7Br)c(Br)c6)(C(F)(F)F)C(F)(F)F)cc5Br)c(Br)c4)(C(F)(F)F)C(F)(F)F)cc3Br)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,2,carbonate,255,,,,,,,,,1.987,-0.3279021421,1.204119983,-0.1023729087,0.69019608,,
Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(Cc1ccc2c(c1)C(=O)OC2=O)Oc1ccc(C(c2ccc(OC(=O)Cc3ccc4c(c3)C(=O)OC4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)OC8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7ccc(Cc9ccc(N)cc9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7ccc(Cc9ccc(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)cc9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7ccc(Cc9ccc(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)N(c%21ccc(Cc%23ccc(N%24C(=O)c%25ccc(CC(=O)Oc%26ccc(C(c%27ccc(OC(=O)Cc%28ccc%29c(c%28)C(=O)N(c%28ccc(Cc%30ccc(N%31C(=O)c%32ccc(CC(=O)Oc%33ccc(C(c%34ccc(OC(=O)Cc%35ccc%36c(c%35)C(=O)N(c%35ccc(Cc%37ccc(N%38C(=O)c%39ccc(CC(=O)Oc%40ccc(C(c%41ccc(OC(=O)Cc%42ccc%43c(c%42)C(=O)N(c%42ccc(Cc%44ccc(N%45C(=O)c%46ccc(CC(=O)Oc%47ccc(C(c%48ccc(OC(=O)Cc%49ccc%50c(c%49)C(=O)N(c%49ccc(Cc%51ccc(N%52C(=O)c%53ccc(CC(=O)Oc%54ccc(C(c%55ccc(OC(=O)Cc%56ccc%57c(c%56)C(=O)N(c%56ccc(Cc%58ccc(N%59C(=O)c%60ccc(CC(=O)Oc%61ccc(C(c%62ccc(OC(=O)Cc%63ccc%64c(c%63)C(=O)OC%64=O)cc%62)(C(F)(F)F)C(F)(F)F)cc%61)cc%60C%59=O)cc%58)cc%56)C%57=O)cc%55)(C(F)(F)F)C(F)(F)F)cc%54)cc%53C%52=O)cc%51)cc%49)C%50=O)cc%48)(C(F)(F)F)C(F)(F)F)cc%47)cc%46C%45=O)cc%44)cc%42)C%43=O)cc%41)(C(F)(F)F)C(F)(F)F)cc%40)cc%39C%38=O)cc%37)cc%35)C%36=O)cc%34)(C(F)(F)F)C(F)(F)F)cc%33)cc%32C%31=O)cc%30)cc%28)C%29=O)cc%27)(C(F)(F)F)C(F)(F)F)cc%26)cc%25C%24=O)cc%23)cc%21)C%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)cc9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,2,imide,,,,,,,,,,1.406,,,,-0.2672043017,1.071882007,
C=CC(=N)O,CC(C(=N)O)C(C)C(=N)O,N=C(O)CCCC(CCC(=N)O)C(=N)O,CC(CC(C(=N)O)C(CC(CCC(C(=N)O)C(C)C(=N)O)C(=N)O)C(=N)O)C(=N)O,N=C(O)CCCC(C(=N)O)C(CCC(C(=N)O)C(CCC(CC(C(=N)O)C(CCC(C(=N)O)C(CC(CC(CC(CCC(CC(CC(C(=N)O)C(CCCC(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O)C(=N)O,1,vinyl,170.35,,,,,,,,,1.3,,,,,,
Cc1c(N)c(C)c2c(c1N)C(C)(C)CC2.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Cc1c(N)c2c(c(C)c1N1C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3C1=O)CCC2(C)C,Cc1c(N)c(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)c(N)c(C)c6c4C(C)(C)CC6)C5=O)cc3C2=O)c2c1CCC2(C)C,Cc1c(N)c2c(c(C)c1N1C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)c6c(c(N7C(=O)c8ccc(C(=O)c9ccc%10c(c9)C(=O)N(c9c(C)c%11c(c(N%12C(=O)c%13ccc(C(=O)c%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)c9C)C(C)(C)CC%11)C%10=O)cc8C7=O)c4C)C(C)(C)CC6)C5=O)cc3C1=O)CCC2(C)C,Cc1c(N)c2c(c(C)c1N1C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)c(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8c(C)c%10c(c(N%11C(=O)c%12ccc(C(=O)c%13ccc%14c(c%13)C(=O)N(c%13c(C)c(N%15C(=O)c%16ccc(C(=O)c%17ccc%18c(c%17)C(=O)N(c%17c(C)c%19c(c(N%20C(=O)c%21ccc(C(=O)c%22ccc%23c(c%22)C(=O)N(c%22c(C)c%24c(c(N%25C(=O)c%26ccc(C(=O)c%27ccc%28c(c%27)C(=O)N(c%27c(C)c%29c(c(N%30C(=O)c%31ccc(C(=O)c%32ccc%33c(c%32)C(=O)N(c%32c(C)c(N%34C(=O)c%35ccc(C(=O)c%36ccc%37c(c%36)C(=O)N(c%36c(C)c(N%38C(=O)c%39ccc(C(=O)c%40ccc%41c(c%40)C(=O)OC%41=O)cc%39C%38=O)c(C)c%38c%36C(C)(C)CC%38)C%37=O)cc%35C%34=O)c(C)c%34c%32C(C)(C)CC%34)C%33=O)cc%31C%30=O)c%27C)C(C)(C)CC%29)C%28=O)cc%26C%25=O)c%22C)C(C)(C)CC%24)C%23=O)cc%21C%20=O)c%17C)C(C)(C)CC%19)C%18=O)cc%16C%15=O)c(C)c%15c%13C(C)(C)CC%15)C%14=O)cc%12C%11=O)c8C)C(C)(C)CC%10)C9=O)cc7C6=O)c(C)c6c4C(C)(C)CC6)C5=O)cc3C1=O)CCC2(C)C,2,imide,,,,,,,,2300,82.9,1.2251,,,,,,
C=C,CCCC,CCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,vinyl,-77.15833334,128.25,0.09,-1.07,0.04,17.92,,542.2,,0.9425,0.6249297808,0.9871795205,-0.1427014361,0.08837913465,,2.11520013
C=CC(=O)OCC#N,CC(CCC(=O)OCC#N)C(=O)OCC#N,N#CCOC(=O)CCCC(CCC(=O)OCC#N)C(=O)OCC#N,CC(C(=O)OCC#N)C(CC(CCC(C(=O)OCC#N)C(CCCC(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N,CC(CC(CC(C(=O)OCC#N)C(CCC(CC(C(=O)OCC#N)C(CC(CCC(CC(C(=O)OCC#N)C(CCC(C(=O)OCC#N)C(CC(CC(CCC(C(=O)OCC#N)C(CC(C)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N)C(=O)OCC#N,1,vinyl,91.425,,,,,,,,,1.35,,,,,,
CC(C)(c1ccc(N)cc1)c1ccc(N)cc1.O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N)cc6)cc4)C5=O)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)N(c9ccc(C(C)(C)c%11ccc(N%12C(=O)c%13ccc(-c%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)cc%11)cc9)C%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)N(c9ccc(C(C)(C)c%11ccc(N%12C(=O)c%13ccc(-c%14ccc%15c(c%14)C(=O)N(c%14ccc(C(C)(C)c%16ccc(N%17C(=O)c%18ccc(-c%19ccc%20c(c%19)C(=O)N(c%19ccc(C(C)(C)c%21ccc(N%22C(=O)c%23ccc(-c%24ccc%25c(c%24)C(=O)N(c%24ccc(C(C)(C)c%26ccc(N%27C(=O)c%28ccc(-c%29ccc%30c(c%29)C(=O)N(c%29ccc(C(C)(C)c%31ccc(N%32C(=O)c%33ccc(-c%34ccc%35c(c%34)C(=O)N(c%34ccc(C(C)(C)c%36ccc(N%37C(=O)c%38ccc(-c%39ccc%40c(c%39)C(=O)N(c%39ccc(C(C)(C)c%41ccc(N%42C(=O)c%43ccc(-c%44ccc%45c(c%44)C(=O)OC%45=O)cc%43C%42=O)cc%41)cc%39)C%40=O)cc%38C%37=O)cc%36)cc%34)C%35=O)cc%33C%32=O)cc%31)cc%29)C%30=O)cc%28C%27=O)cc%26)cc%24)C%25=O)cc%23C%22=O)cc%21)cc%19)C%20=O)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13C%12=O)cc%11)cc9)C%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1,2,imide,,,,,,,,,,1.424,,,,,,
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12.Cc1cc(Cc2cc(C)c(N)c(C)c2)cc(C)c1N,Cc1cc(Cc2cc(C)c(N3c(=O)c4cc5c(=O)oc(=O)c5cc4c3=O)c(C)c2)cc(C)c1N,Cc1cc(Cc2cc(C)c(N3c(=O)c4cc5c(=O)n(-c6c(C)cc(Cc7cc(C)c(N)c(C)c7)cc6C)c(=O)c5cc4c3=O)c(C)c2)cc(C)c1N,Cc1cc(Cc2cc(C)c(-n3c(=O)c4cc5c(=O)n(-c6c(C)cc(Cc7cc(C)c(-n8c(=O)c9cc%10c(=O)n(-c%11c(C)cc(Cc%12cc(C)c(N%13c(=O)c%14cc%15c(=O)oc(=O)c%15cc%14c%13=O)c(C)c%12)cc%11C)c(=O)c%10cc9c8=O)c(C)c7)cc6C)c(=O)c5cc4c3=O)c(C)c2)cc(C)c1N,Cc1cc(Cc2cc(C)c(-n3c(=O)c4cc5c(=O)n(-c6c(C)cc(Cc7cc(C)c(-n8c(=O)c9cc%10c(=O)n(-c%11c(C)cc(Cc%12cc(C)c(-n%13c(=O)c%14cc%15c(=O)n(-c%16c(C)cc(Cc%17cc(C)c(-n%18c(=O)c%19cc%20c(=O)n(-c%21c(C)cc(Cc%22cc(C)c(-n%23c(=O)c%24cc%25c(=O)n(-c%26c(C)cc(Cc%27cc(C)c(-n%28c(=O)c%29cc%30c(=O)n(-c%31c(C)cc(Cc%32cc(C)c(-n%33c(=O)c%34cc%35c(=O)n(-c%36c(C)cc(Cc%37cc(C)c(-n%38c(=O)c%39cc%40c(=O)n(-c%41c(C)cc(Cc%42cc(C)c(N%43c(=O)c%44cc%45c(=O)oc(=O)c%45cc%44c%43=O)c(C)c%42)cc%41C)c(=O)c%40cc%39c%38=O)c(C)c%37)cc%36C)c(=O)c%35cc%34c%33=O)c(C)c%32)cc%31C)c(=O)c%30cc%29c%28=O)c(C)c%27)cc%26C)c(=O)c%25cc%24c%23=O)c(C)c%22)cc%21C)c(=O)c%20cc%19c%18=O)c(C)c%17)cc%16C)c(=O)c%15cc%14c%13=O)c(C)c%12)cc%11C)c(=O)c%10cc9c8=O)c(C)c7)cc6C)c(=O)c5cc4c3=O)c(C)c2)cc(C)c1N,2,imide,,,,,,,,,,1.234,0.9143431571,1.989449818,0.8500332577,1.437750563,,
C=Cc1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(CCCCc2ccc(C(C)(C)C)cc2)cc1,CC(CC(CCc1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(CCCC(CC(CC(CC(CCc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,CC(c1ccc(C(C)(C)C)cc1)C(CC(CCC(c1ccc(C(C)(C)C)cc1)C(CC(CC(CC(CCC(CC(c1ccc(C(C)(C)C)cc1)C(CCC(c1ccc(C(C)(C)C)cc1)C(CCC(CC(c1ccc(C(C)(C)C)cc1)C(CCC(CCc1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1,1,vinyl,132.925,304,,,,,,,,0.95,,,,,,
NCCCCCCCCCCCC(=O)O,NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,1,amide,39.85,193.5,,,,,,1211.2,,1,,,,,,
O=C(Cl)Cl.Cc1cc(C(c2cc(C)c(O)c(C)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1O,Cc1cc(C(c2cc(C)c(OC(=O)Cl)c(C)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1O,Cc1cc(C(c2cc(C)c(OC(=O)Oc3c(C)cc(C(c4cc(C)c(O)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)c(C)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1O,Cc1cc(C(c2cc(C)c(OC(=O)Oc3c(C)cc(C(c4cc(C)c(OC(=O)Oc5c(C)cc(C(c6cc(C)c(OC(=O)Cl)c(C)c6)(C(F)(F)F)C(F)(F)F)cc5C)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)c(C)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1O,Cc1cc(C(c2cc(C)c(OC(=O)Oc3c(C)cc(C(c4cc(C)c(OC(=O)Oc5c(C)cc(C(c6cc(C)c(OC(=O)Oc7c(C)cc(C(c8cc(C)c(OC(=O)Oc9c(C)cc(C(c%10cc(C)c(OC(=O)Oc%11c(C)cc(C(c%12cc(C)c(OC(=O)Oc%13c(C)cc(C(c%14cc(C)c(OC(=O)Oc%15c(C)cc(C(c%16cc(C)c(OC(=O)Oc%17c(C)cc(C(c%18cc(C)c(OC(=O)Cl)c(C)c%18)(C(F)(F)F)C(F)(F)F)cc%17C)c(C)c%16)(C(F)(F)F)C(F)(F)F)cc%15C)c(C)c%14)(C(F)(F)F)C(F)(F)F)cc%13C)c(C)c%12)(C(F)(F)F)C(F)(F)F)cc%11C)c(C)c%10)(C(F)(F)F)C(F)(F)F)cc9C)c(C)c8)(C(F)(F)F)C(F)(F)F)cc7C)c(C)c6)(C(F)(F)F)C(F)(F)F)cc5C)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)c(C)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1O,2,carbonate,208,,,,,,,,,1.286,,,,,,
C=C(C)C(=O)OCCO,CC(CC(C)(C)C(=O)OCCO)C(=O)OCCO,CC(C)(CC(C)(C(=O)OCCO)C(C)(C)C(=O)OCCO)C(=O)OCCO,CC(CCC(C)(CC(C)(C(=O)OCCO)C(C)(CCC(C)(CC(C)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO,CC(CC(C)(CCC(C)(C(=O)OCCO)C(C)(CCC(C)(C(=O)OCCO)C(C)(CCC(C)(C(=O)OCCO)C(C)(CC(C)(CC(C)(CCC(C)(CC(C)(C(=O)OCCO)C(C)(CC(C)(CCC(C)(C(=O)OCCO)C(C)(CCC(C)(C(=O)OCCO)C(C)(C)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO)C(=O)OCCO,1,vinyl,85,,,,,,,,,1.34,,,,,,
O=C(Cl)Cl.Oc1ccc(C2(c3ccc(O)cc3)CC3CCC2C3)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(O)cc3)CC3CCC2C3)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Cl)cc3)CC3CCC2C3)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Oc4ccc(C5(c6ccc(OC(=O)Oc7ccc(C8(c9ccc(O)cc9)CC9CCC8C9)cc7)cc6)CC6CCC5C6)cc4)cc3)CC3CCC2C3)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Oc4ccc(C5(c6ccc(OC(=O)Oc7ccc(C8(c9ccc(OC(=O)Oc%10ccc(C%11(c%12ccc(OC(=O)Oc%13ccc(C%14(c%15ccc(OC(=O)Oc%16ccc(C%17(c%18ccc(OC(=O)Oc%19ccc(C%20(c%21ccc(OC(=O)Oc%22ccc(C%23(c%24ccc(OC(=O)Oc%25ccc(C%26(c%27ccc(O)cc%27)CC%27CCC%26C%27)cc%25)cc%24)CC%24CCC%23C%24)cc%22)cc%21)CC%21CCC%20C%21)cc%19)cc%18)CC%18CCC%17C%18)cc%16)cc%15)CC%15CCC%14C%15)cc%13)cc%12)CC%12CCC%11C%12)cc%10)cc9)CC9CCC8C9)cc7)cc6)CC6CCC5C6)cc4)cc3)CC3CCC2C3)cc1,2,carbonate,232,200,,,,,,,,1.2,-0.3192353908,0.9590413923,-0.3276305619,0.3802112417,,
O=C(Cl)Cl.Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Cl)cc3)c3ccccc3-c3ccccc32)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Oc4ccc(C5(c6ccc(OC(=O)Oc7ccc(C8(c9ccc(O)cc9)c9ccccc9-c9ccccc98)cc7)cc6)c6ccccc6-c6ccccc65)cc4)cc3)c3ccccc3-c3ccccc32)cc1,O=C(Cl)Oc1ccc(C2(c3ccc(OC(=O)Oc4ccc(C5(c6ccc(OC(=O)Oc7ccc(C8(c9ccc(OC(=O)Oc%10ccc(C%11(c%12ccc(OC(=O)Oc%13ccc(C%14(c%15ccc(OC(=O)Oc%16ccc(C%17(c%18ccc(OC(=O)Oc%19ccc(C%20(c%21ccc(OC(=O)Oc%22ccc(C%23(c%24ccc(OC(=O)Oc%25ccc(C%26(c%27ccc(O)cc%27)c%27ccccc%27-c%27ccccc%27%26)cc%25)cc%24)c%24ccccc%24-c%24ccccc%24%23)cc%22)cc%21)c%21ccccc%21-c%21ccccc%21%20)cc%19)cc%18)c%18ccccc%18-c%18ccccc%18%17)cc%16)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)cc%12)c%12ccccc%12-c%12ccccc%12%11)cc%10)cc9)c9ccccc9-c9ccccc98)cc7)cc6)c6ccccc6-c6ccccc65)cc4)cc3)c3ccccc3-c3ccccc32)cc1,2,carbonate,280,,,,,,,,,1.219,-0.2358238676,1.178976947,-0.2276782933,0.50242712,,
Nc1ccc(Oc2ccc(N)cc2)cc1.O=C1OC(=O)c2cc(Sc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(Sc%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(Sc%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(Sc%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(Sc%15ccc%16c(c%15)C(=O)N(c%15ccc(Oc%17ccc(N%18C(=O)c%19ccc(Sc%20ccc%21c(c%20)C(=O)N(c%20ccc(Oc%22ccc(N%23C(=O)c%24ccc(Sc%25ccc%26c(c%25)C(=O)N(c%25ccc(Oc%27ccc(N%28C(=O)c%29ccc(Sc%30ccc%31c(c%30)C(=O)N(c%30ccc(Oc%32ccc(N%33C(=O)c%34ccc(Sc%35ccc%36c(c%35)C(=O)N(c%35ccc(Oc%37ccc(N%38C(=O)c%39ccc(Sc%40ccc%41c(c%40)C(=O)N(c%40ccc(Oc%42ccc(N%43C(=O)c%44ccc(Sc%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)cc%42)cc%40)C%41=O)cc%39C%38=O)cc%37)cc%35)C%36=O)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29C%28=O)cc%27)cc%25)C%26=O)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,2,imide,262.5,,,,,,1.810904281,129,,1.383,,,-1.677780705,-0.7033348097,0.6702458531,
