,0
238,NO_IUPAC_NAME
240,BAD_NUM_MONOMERS
241,NO_IUPAC_NAME
243,BAD_NUM_MONOMERS
246,BAD_NUM_MONOMERS
247,BAD_NUM_MONOMERS
249,BAD_NUM_MONOMERS
254,BAD_NUM_MONOMERS
255,NO_RXN_TEMPLATE_MATCH
258,ILLEGAL_ATOMS
261,BAD_NUM_MONOMERS
264,BAD_NUM_MONOMERS
266,BAD_NUM_MONOMERS
267,NO_RXN_TEMPLATE_MATCH
269,ILLEGAL_ATOMS
270,NO_IUPAC_NAME
271,BAD_NUM_MONOMERS
272,BAD_NUM_MONOMERS
273,ILLEGAL_ATOMS
274,BAD_NUM_MONOMERS
275,BAD_NUM_MONOMERS
276,BAD_NUM_MONOMERS
277,BAD_NUM_MONOMERS
279,BAD_NUM_MONOMERS
280,BAD_NUM_MONOMERS
281,BAD_NUM_MONOMERS
282,BAD_NUM_MONOMERS
283,BAD_NUM_MONOMERS
286,NO_IUPAC_NAME
287,NO_IUPAC_NAME
288,ILLEGAL_ATOMS
290,BAD_NUM_MONOMERS
292,BAD_NUM_MONOMERS
293,BAD_NUM_MONOMERS
294,BAD_NUM_MONOMERS
297,ILLEGAL_ATOMS
301,BAD_NUM_MONOMERS
302,BAD_NUM_MONOMERS
303,NO_IUPAC_NAME
308,BAD_NUM_MONOMERS
311,BAD_NUM_FN_GRPS
312,NO_IUPAC_NAME
317,BAD_NUM_MONOMERS
318,BAD_NUM_FN_GRPS
319,NO_RXN_TEMPLATE_MATCH
320,BAD_NUM_MONOMERS
323,NO_IUPAC_NAME
325,BAD_NUM_FN_GRPS
328,BAD_NUM_MONOMERS
329,BAD_NUM_MONOMERS
331,NO_IUPAC_NAME
332,BAD_NUM_MONOMERS
334,NO_IUPAC_NAME
335,BAD_NUM_FN_GRPS
337,ILLEGAL_ATOMS
339,BAD_NUM_MONOMERS
342,BAD_NUM_FN_GRPS
343,NO_IUPAC_NAME
344,BAD_NUM_MONOMERS
346,NO_IUPAC_NAME
348,NO_IUPAC_NAME
349,NO_IUPAC_NAME
351,NO_RXN_TEMPLATE_MATCH
352,BAD_NUM_MONOMERS
354,BAD_NUM_MONOMERS
355,BAD_NUM_MONOMERS
356,BAD_NUM_FN_GRPS
360,BAD_NUM_MONOMERS
361,BAD_NUM_FN_GRPS
362,BAD_NUM_MONOMERS
364,NO_IUPAC_NAME
366,NO_RXN_TEMPLATE_MATCH
367,ILLEGAL_ATOMS
368,NO_IUPAC_NAME
370,BAD_NUM_FN_GRPS
373,BAD_NUM_MONOMERS
374,BAD_NUM_MONOMERS
377,BAD_NUM_MONOMERS
379,ILLEGAL_ATOMS
386,BAD_NUM_MONOMERS
387,ILLEGAL_ATOMS
388,NO_IUPAC_NAME
389,NO_IUPAC_NAME
397,BAD_NUM_MONOMERS
399,BAD_NUM_FN_GRPS
403,BAD_NUM_MONOMERS
404,BAD_NUM_MONOMERS
405,BAD_NUM_MONOMERS
407,BAD_NUM_MONOMERS
408,NO_IUPAC_NAME
411,BAD_NUM_MONOMERS
413,BAD_NUM_MONOMERS
414,BAD_NUM_MONOMERS
417,BAD_NUM_MONOMERS
418,BAD_NUM_MONOMERS
419,NO_IUPAC_NAME
422,BAD_NUM_MONOMERS
423,BAD_NUM_MONOMERS
424,BAD_NUM_MONOMERS
427,BAD_NUM_MONOMERS
428,BAD_NUM_MONOMERS
430,NO_IUPAC_NAME
433,BAD_NUM_MONOMERS
434,NO_IUPAC_NAME
435,BAD_NUM_MONOMERS
440,NO_IUPAC_NAME
444,ILLEGAL_ATOMS
445,BAD_NUM_MONOMERS
446,BAD_NUM_MONOMERS
447,ILLEGAL_ATOMS
448,BAD_NUM_MONOMERS
449,BAD_NUM_MONOMERS
450,BAD_NUM_MONOMERS
451,ILLEGAL_ATOMS
452,BAD_NUM_MONOMERS
454,BAD_NUM_FN_GRPS
456,BAD_NUM_MONOMERS
459,BAD_NUM_MONOMERS
460,BAD_NUM_FN_GRPS
461,ILLEGAL_ATOMS
464,NO_IUPAC_NAME
465,BAD_NUM_MONOMERS
