mechanism,polymer_name,reactant_smiles,canonical_smiles,iupac_names,rxn_smarts,mechanism_original,smiles_monomer
polyurethane_nonisocyanate,e6nmj-LqwrhU2Szaj3mHLA,[H]-[C]1=[C](-[H])-[C](-[O]-[C](-[H])(-[H])-[C]2(-[H])-[O]-[C](=[O])-[O]-[C]-2(-[H])-[H])=[C](-[H])-[C](-[O]-[C](-[H])(-[H])-[C]2(-[H])-[O]-[C](=[O])-[O]-[C]-2(-[H])-[H])=[C]-1-[H].[H]-[N](-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[N](-[H])-[H],NCCOCCOCCN.O=C1OCC(COc2cccc(OCC3COC(=O)O3)c2)O1,"['4-[[3-[(2-oxo-1,3-dioxolan-4-yl)methoxy]phenoxy]methyl]-1,3-dioxolan-2-one', '2-[2-(2-aminoethoxy)ethoxy]ethanamine']",[*:1]-[#6:2]1(-[#1:3])-[#8:4]-[#6:5](=[#8:6])-[#8:7]-[#6:8]-1(-[#1:9])-[#1:10].[#7:11](-[*:12])(-[#1:13])-[#1:14]>>[*:1]-[#6:2](-[#1:3])(-[#8:4]-[#1:13])-[#6:8](-[#8:7]-[#6:5](=[#8:6])-[#7:11](-[*:12])-[#1:14])(-[#1:9])-[#1:10],NIPU,NCCOCCOCCN.O=C1OCC(COc2cccc(OCC3COC(=O)O3)c2)O1
polyurethane_isocyanate,9XV1Em1fFkqJ_798tpzshw,[H]-[C]1=[C](-[H])-[C](-[H])=[C](-[P](=[O])(-[C]2=[C](-[H])-[C](-[H])=[C](-[N]3-[C](=[O])-[C]4=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-4-[C]-3=[O])-[C](-[H])=[C]-2-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]3-[C](=[O])-[C]4=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-4-[C]-3=[O])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])=[C]-2-[H])(-[C](-[F])(-[F])-[F])-[C](-[F])(-[F])-[F])-[C](-[H])=[C]-1-[H],O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(P(=O)(c3ccccc3)c3ccc(N4C(=O)c5ccc(N=C=O)cc5C4=O)cc3)cc1)C2=O.OCCOc1ccc(C(c2ccc(OCCO)cc2)(C(F)(F)F)C(F)(F)F)cc1,"[None, '2-[4-[1,1,1,3,3,3-hexafluoro-2-[4-(2-hydroxyethoxy)phenyl]propan-2-yl]phenoxy]ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCOc1ccc(C(c2ccc(OCCO)cc2)(C(F)(F)F)C(F)(F)F)cc1.O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(P(=O)(c3ccccc3)c3ccc(N4C(=O)c5ccc(N=C=O)cc5C4=O)cc3)cc1)C2=O
polyurethane_isocyanate,Ur2pa-ru_fOWzZBkQcEmsg,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[N](-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[H],CN(C)CC(C)(CO)CO.O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,"['1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene', '2-(dimethylaminomethyl)-2-methylpropane-1,3-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,CN(C)CC(C)(CO)CO.O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
polyurethane_isocyanate,iaIfZRRrk75XPEJllIkCUg,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])=[C](-[H])-[C](-[H])(-[H])-[C](-[H])(-[O]-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[H],CCCCCCC(O)CC=CCCCCCCCCO.O=C=NCCCCCCCCCCN=C=O,"['1,10-diisocyanatodecane', 'octadec-9-ene-1,12-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NCCCCCCCCCCN=C=O.CCCCCCC(O)CC=CCCCCCCCCO
polyurethane_isocyanate,l6Y6i3MNFvMhg6IWgudNlg,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=NCCCCN=C=O.OCCCO,"['1,4-diisocyanatobutane', 'Propane-1,3-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCCO.O=C=NCCCCN=C=O
polyurethane_isocyanate,f0quCVi36wntH9uvtMAPfQ,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C]2-[C](=[O])-[N](-[C]3=[C](-[H])-[C](-[H])=[C](-[P](=[O])(-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])-[C](-[H])(-[H])-[H])-[C](-[H])=[C]-3-[H])-[C](=[O])-[C]-2=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[P](=[O])(-[C]2=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[H])=[C]-2-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],CP(=O)(c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1.O=P(c1ccccc1)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,"[None, '2-[4-[[4-(2-hydroxyethoxy)phenyl]-phenylphosphoryl]phenoxy]ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=P(c1ccccc1)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1.CP(=O)(c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1
polyurethane_isocyanate,fn2maDmRB2N_9kPyd_U3bA,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C]3(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[C]-3(-[H])-[H])-[C]-2(-[H])-[C]-1(-[H])-[H],O=C=NCCCCCCN=C=O.OCC1CC2C3CC(CO)C(C3)C2C1,"['1,6-Diisocyanatohexane', '[8-(hydroxymethyl)-4-tricyclo[5.2.1.02,6]decanyl]methanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NCCCCCCN=C=O.OCC1CC2C3CC(CO)C(C3)C2C1
polyurethane_isocyanate,VAs3IM_sGkxxzXj5f4NKLQ,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[N]=[C](-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[C](-[H])=[N]-[C]3=[C](-[H])-[C](-[H])=[C](-[O]-[H])-[C](-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.Oc1ccc(N=Cc2ccc(C=Nc3ccc(O)cc3)cc2)cc1,"['5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane', '4-[[4-[(4-hydroxyphenyl)iminomethyl]phenyl]methylideneamino]phenol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.Oc1ccc(N=Cc2ccc(C=Nc3ccc(O)cc3)cc2)cc1
polyurethane_isocyanate,R1dVhhxWJ8Ubk6ySyCjKRA,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C]1(-[H])-[C](-[H])(-[H])-[O]-[C]2(-[H])-[C](-[H])(-[O]-[H])-[C](-[H])(-[H])-[O]-[C]-1-2-[H],O=C=NCCCCCCN=C=O.OC1COC2C(O)COC12,"['1,6-Diisocyanatohexane', '2,3,3a,5,6,6a-hexahydrofuro[5,4-d]furan-3,6-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OC1COC2C(O)COC12.O=C=NCCCCCCN=C=O
polyurethane_isocyanate,7Bms3DnMsDlIKnspXRyLzw,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=NCCCCN=C=O.OCCCCCCCCCCO,"['1,4-diisocyanatobutane', 'Decane-1,10-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NCCCCN=C=O.OCCCCCCCCCCO
polyurethane_isocyanate,PGBhLBsXEerRKTl8eovsBQ,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[N](-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[H])=[C]-1-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=NCCCCN=C=O.OCCN(CCO)c1ccccc1,"['1,4-diisocyanatobutane', '2-(2-hydroxyethyl-phenylamino)ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NCCCCN=C=O.OCCN(CCO)c1ccccc1
polyurethane_isocyanate,dryR_Rnt__42pG1RK5LWwA,[H]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C]-2-1-[H],O=C=NC1CCC(N=C=O)CC1.OCC1CC2CC1C1CCC(CO)C21,"['1,4-Diisocyanatocyclohexane', '[8-(hydroxymethyl)-3-tricyclo[5.2.1.02,6]decanyl]methanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NC1CCC(N=C=O)CC1.OCC1CC2CC1C1CCC(CO)C21
polyurethane_isocyanate,iQjb1yDHrXL0XUGRn1pBfw,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C]2-[C](=[O])-[N](-[C]3=[C](-[H])-[C](-[H])=[C](-[P](=[O])(-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])-[C](-[H])(-[H])-[H])-[C](-[H])=[C]-3-[H])-[C](=[O])-[C]-2=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C]1=[C](-[Br])-[C](-[H])=[C](-[C](-[C]2=[C](-[H])-[C](-[Br])=[C](-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[Br])=[C]-2-[H])(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[H])-[C](-[H])=[C]-1-[Br],CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1.CP(=O)(c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1,"[None, '2-[2,6-dibromo-4-[2-[3,5-dibromo-4-(2-hydroxyethoxy)phenyl]propan-2-yl]phenoxy]ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,CP(=O)(c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(N=C=O)cc3C2=O)cc1.CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1
polyurethane_isocyanate,rygurS39bL1IcRgRMLqfWQ,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[N](-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[H])=[C]-1-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1.OCCN(CCO)c1ccccc1,"['1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene', '2-(2-hydroxyethyl-phenylamino)ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCN(CCO)c1ccccc1.O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
polyurethane_isocyanate,A1h42Rx5Pb64rfPtHATgRg,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[O]-[H])=[N]-1,O=C=NCCCCCCN=C=O.OCc1cccc(CO)n1,"['1,6-Diisocyanatohexane', '[6-(hydroxymethyl)pyridin-2-yl]methanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCc1cccc(CO)n1.O=C=NCCCCCCN=C=O
polyurethane_isocyanate,nWzQsYm7fELLThvEnE4-gQ,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=NCCCCCCCCN=C=O.OCCCCCCCCCCCCCCCCCCCCO,"['1,8-Diisocyanatooctane', 'icosane-1,20-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,O=C=NCCCCCCCCN=C=O.OCCCCCCCCCCCCCCCCCCCCO
polyurethane_isocyanate,UsTRSpKpteKCpDIYWHod6Q,[H]-[C](-[H])(-[N]=[C]=[O])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],O=C=NCC1CCCC(CN=C=O)C1.OCC1CCC(CO)CC1,"['1,3-Bis(isocyanatomethyl)cyclohexane', '[4-(hydroxymethyl)cyclohexyl]methanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCC1CCC(CO)CC1.O=C=NCC1CCCC(CN=C=O)C1
polyurethane_isocyanate,3Rs2zVsQPG8SFkcuEKqNAw,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.OCCOCCOCCOCCO,"['5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane', '2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCOCCOCCOCCO.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
polyurethane_isocyanate,MYvAV1luS-EoAxwInI9iPQ,[H]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[C]3=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H].[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[O]-[H])=[C]-1-[H],O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(N5C(=O)c6ccc(N=C=O)cc6C5=O)cc4)c3)cc1)C2=O.Oc1cccc(O)c1,"[None, 'benzene-1,3-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,Oc1cccc(O)c1.O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(N5C(=O)c6ccc(N=C=O)cc6C5=O)cc4)c3)cc1)C2=O
polyurethane_isocyanate,kc4Q2LB8Tt2N649GzQyCWg,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.OCCCCO,"['5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane', 'Butane-1,4-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCCCO.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
polyurethane_isocyanate,Wr3tuyBO74SFkqssZtJ9bg,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],O=C=NCCCCCCCCCCCCCCCCCCN=C=O.OCCCCCCCCCCO,"['1,18-diisocyanatooctadecane', 'Decane-1,10-diol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,OCCCCCCCCCCO.O=C=NCCCCCCCCCCCCCCCCCCN=C=O
polyurethane_isocyanate,i9gzM5SfQ9qZPgfa-gtq8A,[H]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[C]3=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H].[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C]2-[C](-[H])=[C](-[H])-[C](-[H])=[C](-[H])-[C]-2=[C]-1-[C]1=[C](-[O]-[H])-[C](-[H])=[C](-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[H])=[C]-1-2,O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(N5C(=O)c6ccc(N=C=O)cc6C5=O)cc4)c3)cc1)C2=O.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,"[None, '1-(2-hydroxynaphthalen-1-yl)naphthalen-2-ol']",[#8:1]=[#6:2]=[#7:3]-[*:4].[#8:5](-[*:6])-[#1:7]>>[#8:1]=[#6:2](-[#7:3](-[*:4])-[#1:7])-[#8:5]-[*:6],urethane,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12.O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(N5C(=O)c6ccc(N=C=O)cc6C5=O)cc4)c3)cc1)C2=O
