Chemistry,Molecule,Angle (kcal/mol),Bond (kcal/mol),Potential (kcal/mol),vdW (kcal/mol),Dihedral (kcal/mol),Coulomb (kcal/mol)
polyester,"poly(HEXANE-1,6-DIOL-co-Heptanedioic acid)",122.76531554766004,139.4178639196645,977566.2399487068,977262.6562843366,30.93557028605048,10.461497811578823
polyester,"poly(HEXANE-1,6-DIOL-co-furan-2,5-dicarboxylic acid)",128.6901569899467,142.7730722479946,7291336.32218776,7290936.775407401,13.51976641808229,114.56089423304383
polyester,"poly(HEXANE-1,6-DIOL-co-hexanedioic acid)",113.04192456074308,138.50011766945272,992024.7577166838,991746.7900341462,25.786546853032785,0.6361019193008133
polyester,"poly(Octane-1,8-diol-co-furan-2,5-dicarboxylic acid)",149.9808759226182,143.89343772448558,1051439371.7953516,1051438921.7371882,22.840262395542844,133.33983179379302
polyester,"poly(Pentane-1,5-diol-co-Heptanedioic acid)",112.38539871789628,138.14943140978107,263547.1753939317,263271.40147818107,25.416710032899253,-0.18061594481071097
polyester,"poly(Propane-1,3-diol-co-Octadecanedioic acid)",203.6970403555585,144.2523460971888,973523.3163985268,973117.3757058852,45.569198305284665,12.414271807692046
polyester,"poly(Propane-1,3-diol-co-Terephthalic acid)",78.05442445507335,161.32142195097734,2322978883.8692374,2322978581.388349,10.684665071870347,52.418229002854076
polyester,"poly(Propane-1,3-diol-co-hexanedioic acid)",84.30769762720699,136.90322447771285,60337.01122489757,60108.5553004639,19.062772095585093,-11.819655009067986
polyester,poly([4-(hydroxymethyl)cyclohexyl]methanol-co-Terephthalic acid),128.39134245781966,166.1781381767509,628317668918.2488,628317668518.8676,29.702905898081248,75.1046798213467
polyester,"poly([4-(hydroxymethyl)cyclohexyl]methanol-co-cyclohexane-1,4-dicarboxylic acid)",156.65198287684737,143.4658541101216,628338176069.181,628338175664.8975,46.173399937466044,57.98779868456921
polyamide,"poly(benzene-1,3-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",179.29862479672383,231.7061662468161,29712.790383651554,29591.86946149137,24.64021272435392,-314.73283844168407
polyamide,"poly(benzene-1,4-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",179.37016173531092,231.25541837769265,396.496443762136,133.77493419777838,35.90050415485371,-183.81333153747428
polyamide,"poly(naphthalene-1,5-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",202.22789709841604,257.4495521792591,762.7979251201018,440.4102667718934,37.748129035100604,-175.04898917792258
