Chemistry,Molecule,Bond (kcal/mol),Angle (kcal/mol),Proper Torsion (kcal/mol),Improper Torsion (kcal/mol),Nonbonded (kcal/mol),vdW (kcal/mol),Coulomb Short (kcal/mol),Coulomb Long (kcal/mol),Dispersion (kcal/mol),Potential (kcal/mol)
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-4-[[4-[(4-hydroxyphenyl)iminomethyl]phenyl]methylideneamino]phenol)",220.03950256439106,238.7542387875335,32.816469179623375,0.011159536235901515,33780384770954.234,33780384771228.062,48.31434331550054,-322.14137741030777,-0.015528697705428475,33780384771445.855
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-Butane-1,4-diol)",153.67108425467586,152.7796536319082,31.96434819193213,0.002698956419347971,22777715.861983784,22777796.87422284,105.48814016293967,-186.50037921998023,-0.00544917632344115,22778054.27976882
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-Ethane-1,2-diol)",152.12084784083874,132.7730096386499,34.759377740317255,0.0026989564193400663,36056864.19108623,36056995.30128521,50.6276871415699,-181.73788611605005,-0.004395883143403479,36057183.84702041
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-HEXANE-1,6-DIOL)",154.6330357228757,170.95053274191548,39.414614708094334,0.0026989564193400663,162442.69570469842,162518.9530292327,113.58367594734622,-189.84100048166846,-0.006615481543596669,162807.69658682772
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-Propane-1,3-diol)",152.73600027215838,142.17274261946906,29.215419862302813,0.0026989564193481046,121.37060525937495,214.77494548259034,90.93702904273795,-184.34136926595335,-0.004908403228440236,445.4974669697245
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-[4-(hydroxymethyl)cyclohexyl]methanol)",157.36225735824473,192.4619954317786,50.25411911189532,0.002698956419323754,-16.253593487539515,62.410064481123,112.01426130675074,-190.67791927541325,-0.007714333458576864,383.8274773707984
polyurethane_isocyanate,"poly(5-isocyanato-2-[4-[6-[4-(5-isocyanato-1,3-dioxoisoindol-2-yl)phenyl]-4-(4-phenylphenyl)pyridin-2-yl]phenyl]isoindole-1,3-dione-co-benzene-1,3-diol)",354.5030649928977,376.7109735934247,50.55456135401143,0.09223652244920158,140520.30969076874,141114.08398757235,168.68802835060853,-762.4623251542268,-0.03692410204069378,141302.17052723153
polyester,"poly(Butane-1,4-diol-co-Benzene-1,3-dicarboxylic acid)",161.9321136918274,88.76967374422372,18.080877175459484,1.2308441408204198e-05,4944.496041451712,4918.058529301903,203.5000482286154,-177.06253607880626,-0.002510082487522555,5213.278718371663
polyester,"poly(Butane-1,4-diol-co-Decanedioic acid)",139.98844031003648,134.30583527945544,37.57583078272461,0.0034256365899627923,4889.116451896988,4888.218659904165,166.3509488841239,-165.45315689130035,-0.003870328507996751,5200.989983905794
polyester,"poly(Butane-1,4-diol-co-Nonanedioic acid)",139.35314593120233,124.59308390271664,20.817407531250304,0.010152847251218965,103740.63056739602,103737.41559826286,166.02667036559905,-162.81170123244067,-0.003416805233468314,104025.40435760844
polyester,"poly(Butane-1,4-diol-co-Terephthalic acid)",162.12772242029752,88.67727622105352,15.990500470388797,2.1041243158255914e-05,5056.689783590709,4990.501196519872,238.22545099535057,-172.03686392451317,-0.0025100824874472526,5323.485303743693
polyester,"poly(Butane-1,4-diol-co-butanedioic acid)",136.80611339029616,75.85936868849103,20.337275531239243,0.011589031737276686,17008538.651964877,17008512.279240374,184.87920469847725,-158.5064801939041,-0.001572984009160207,17008771.66631152
polyester,"poly(Butane-1,4-diol-co-hexanedioic acid)",137.48125944052876,94.81185267518715,24.024094982312842,0.0048013269615386316,806896.8884572457,806895.6710499157,158.496140050502,-157.27873272049436,-0.0022257534689936057,807153.2104656707
polyester,"poly(Decane-1,10-diol-co-Octadecanedioic acid)",148.5544121392675,272.8147906116666,58.026372707783814,0.010594247723942336,68146566514798.68,68146566514778.19,212.5887446258188,-192.0933900011545,-0.013186220401498779,68146566515278.08
polyester,"poly(Decane-1,10-diol-co-Terephthalic acid)",165.24741674901392,147.29262271503592,27.17419245273793,2.936732705434153e-05,87102712.98982674,87102651.33896309,244.45810581737825,-182.80724217086822,-0.005279133855064562,87103052.70408803
polyester,"poly(Ethane-1,2-diol-co-2-phenyl-2,3-dihydroindene-1,1-dicarboxylic acid)",180.41550452907524,148.8203932640413,19.62168165951536,0.04255174793863756,2755382958.599751,2755383066.5307646,80.57844246260171,-188.5094561576226,-0.005002736932440973,2755383307.4998817
polyester,"poly(Ethane-1,2-diol-co-4-[2-(4-carboxyphenoxy)ethoxy]benzoic acid)",187.45659681300563,137.52623228168622,22.420534784815718,0.000336927569760559,81.38082533430587,209.870564962996,110.6457739295621,-239.13551355825226,-0.00530609399002402,428.78452614138314
polyester,"poly(Ethane-1,2-diol-co-4-[2-(4-carboxyphenyl)butan-2-yl]benzoic acid)",191.2474331825729,139.74092805322584,25.908613399513012,0.033359888993472496,1714.3038501136245,1736.3376465194954,171.90313756007578,-193.9369339659466,-0.005709420428229045,2071.2341846379295
polyester,"poly(Ethane-1,2-diol-co-4-[4-(4-carboxyphenoxy)butoxy]benzoic acid)",189.6163219398303,155.7537653071554,24.000846163904225,0.00022138515998018824,361.2278615178843,509.52712423873146,95.80815511335244,-244.10741783419965,-0.006458363681289548,730.5990163139343
polyester,"poly(Ethane-1,2-diol-co-Benzene-1,3-dicarboxylic acid)",160.2586754107476,68.76601878007767,18.311284156068897,2.7298626345724965e-05,227.74455868758267,200.6972524293793,198.82704505989804,-171.77973880169466,-0.0018130894445143437,475.08056433310327
polyester,"poly(Ethane-1,2-diol-co-Decanedioic acid)",138.45806593375883,114.25334583086239,35.86101625046623,0.0033893798396618545,92.92166033052537,86.09572884206995,168.33328147148328,-161.50734998302784,-0.002991534968645053,381.4974777254524
polyester,"poly(Ethane-1,2-diol-co-Terephthalic acid)",160.45196933392492,68.74482781806252,16.137660453649925,7.653875413356679e-06,341.3576365369988,278.3241163463918,230.3720622151893,-167.3385420245823,-0.0018130894444236892,586.6921017965116
polyester,"poly(Ethane-1,2-diol-co-cyclohexane-1,4-dicarboxylic acid)",137.91854081627667,96.94866273090128,32.83784011035261,0.0026445620741596025,1208.602042952477,1140.7181079829732,209.23104397713837,-141.34710900763457,-0.002130472926600211,1476.3097311720817
polyester,"poly(Ethane-1,2-diol-co-furan-2,5-dicarboxylic acid)",140.4557133198987,90.45420103961361,10.362165371716321,2.842455118379957e-05,6381282.409814184,6381170.838026267,258.96512497713405,-147.39333706014435,-0.0014997406002512995,6381523.68192234
polyester,"poly(Ethane-1,2-diol-co-hexanedioic acid)",136.3777625565259,74.91389871436654,23.657962512536074,0.005185481148640821,1.4156637940069034e+16,1.415663794006889e+16,301.06254233092096,-158.2852748947934,-0.0015729840090658279,1.4156637940069268e+16
polyester,"poly(Ethane-1,2-diol-co-naphthalene-2,6-dicarboxylic acid)",181.7535597687339,89.29212565483704,12.017855078637686,1.1034835102149054e-05,977510898.9881163,977510860.8391058,215.96586309472744,-177.8168526957648,-0.0029397331919935746,977511182.0516679
polyester,"poly(Ethane-1,2-diol-co-naphthalene-2,7-dicarboxylic acid)",181.82801371240004,89.34148098289062,21.6535125446263,3.800641064601873e-05,157.33681828676956,138.1879330936521,193.19066396906183,-174.04177877594438,-0.002939733192140561,450.15986353309717
polyester,"poly(Ethane-1,2-diol-co-phthalic acid)",162.472850826767,69.9349699959182,24.198157994436606,0.07669890734464527,8016.627272153125,7931.32898163834,249.89779459061168,-164.5995040758275,-0.0018130894444418199,8273.309949877592
polyamide,"poly(HEXANE-1,6-DIAMINE-co-Decanedioic acid)",159.38812412294212,154.39914796294264,48.159443090668944,0.7705380369477529,1327909418.8410087,1327909320.1820087,324.11135902153427,-225.45235911758388,-0.005002332332474632,1327909781.558262
polyamide,"poly(HEXANE-1,6-DIAMINE-co-Dodecanedioic acid)",160.79752481083125,171.68891592522527,50.405171176710425,0.7786486797793883,1327945464.010826,1327945385.0069237,308.6926168332503,-229.68871460015365,-0.006122159274849553,1327945847.6810868
polyamide,"poly(HEXANE-1,6-DIAMINE-co-hexanedioic acid)",157.19908337396976,115.00000728997354,49.117650561027816,0.7718461018939595,1328080783.5155804,1328080693.4129453,310.003717751202,-219.9010825447986,-0.0031017145675112036,1328081105.6041677
polyester,"poly(HEXANE-1,6-DIOL-co-Decanedioic acid)",140.862474558242,152.46686048673885,37.37259089668323,0.0034765604508809464,711594.0680562975,711597.1238303786,166.79336285980003,-169.8491369408762,-0.004862134087454349,711924.7734587997
polyester,"poly(HEXANE-1,6-DIOL-co-Heptanedioic acid)",139.4178639196645,122.76531554766005,30.922921107644036,0.01264917840643976,977273.1211989534,977262.6597011418,172.96140187166424,-162.4999040600854,-0.003416805233092465,977566.2399487067
polyester,"poly(HEXANE-1,6-DIOL-co-furan-2,5-dicarboxylic acid)",142.7730722479946,128.6901569899467,13.519752361042723,1.4057039566028882e-05,7291051.339192104,7290936.77829787,265.5656885268049,-151.00479429376105,-0.002890469361769701,7291336.32218776
polyester,"poly(HEXANE-1,6-DIOL-co-hexanedioic acid)",138.50011766945272,113.04192456074308,25.781534089836963,0.005012763195821202,991747.4291276005,991746.7930256813,162.32336970469837,-161.68726778539755,-0.0029915349684057303,992024.7577166838
polyester,"poly(Octane-1,8-diol-co-furan-2,5-dicarboxylic acid)",143.89343772448558,149.9808759226182,22.84024705320141,1.5342341434743112e-05,1051439055.0807755,1051438921.7409437,288.83586617425414,-155.4960343804611,-0.00375535180231353,1051439371.7953516
polyester,"poly(Pentane-1,5-diol-co-Heptanedioic acid)",138.14943140978107,112.38539871789627,25.402798542049684,0.013911490849569368,263271.2238537711,263271.40446971596,159.9591892707054,-160.1398052155161,-0.0029915349684954766,263547.1753939317
polyester,"poly(Propane-1,3-diol-co-Octadecanedioic acid)",144.2523460971888,203.6970403555585,45.560248080013615,0.008950225271048443,973129.7978137687,973117.383541961,191.7885988860675,-179.37432707837544,-0.007836075710645485,973523.3163985268
polyester,"poly(Propane-1,3-diol-co-Terephthalic acid)",161.32142195097734,78.05442445507335,10.684653206531587,1.1865338759845895e-05,2322978633.808726,2322978581.3904967,226.3591819488689,-173.94095294601482,-0.0021474594609718384,2322978883.8692374
polyester,"poly(Propane-1,3-diol-co-hexanedioic acid)",136.90322447771285,84.30769762720699,19.058342470465483,0.004429625119609338,60096.737530697064,60108.55718570614,143.34206352151787,-155.16171853058586,-0.0018852422338810559,60337.01122489757
polyester,poly([4-(hydroxymethyl)cyclohexyl]methanol-co-Terephthalic acid),166.1781381767509,128.39134245781966,29.70289203534975,1.3862731498422614e-05,628317668593.9764,628317668518.8717,248.27546791308205,-173.17078809173535,-0.0041104995166333915,628317668918.2488
polyester,"poly([4-(hydroxymethyl)cyclohexyl]methanol-co-cyclohexane-1,4-dicarboxylic acid)",143.4658541101216,156.65198287684737,46.17095723185421,0.0024427056118361194,628338175722.8899,628338175664.9021,210.07443929046462,-152.08664060589544,-0.004581495328206363,628338176069.181
polyamide,"poly(benzene-1,3-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",231.70616624681614,179.29862479672383,24.632254481046647,0.007958243307271885,29277.145379883663,29591.878218325346,-15.395552523962767,-299.3372859177213,-0.008756833974500028,29712.790383651554
polyamide,"poly(benzene-1,4-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",231.25541837769262,179.37016173531092,35.89276478187652,0.007739372977182708,-50.02964050572123,133.78369103175305,74.43160612000392,-258.2449376574782,-0.008756833974675167,396.49644376213604
polyamide,"poly(naphthalene-1,5-diamine-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",257.4495521792591,202.22789709841604,37.69567225547765,0.052456779622948924,265.37234680732587,440.4213359852485,81.54179419154809,-256.59078336947067,-0.011069213355076579,762.7979251201018
