Chemistry,Molecule,Bond (kcal/mol),Angle (kcal/mol),Proper Torsion (kcal/mol),Improper Torsion (kcal/mol),Nonbonded (kcal/mol),vdW (kcal/mol),Coulomb Short (kcal/mol),Coulomb Long (kcal/mol),Dispersion (kcal/mol),Potential (kcal/mol)
polyurethane_isocyanate,"poly(1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene-co-2-(dimethylaminomethyl)-2-methylpropane-1,3-diol)",199.97343964691822,152.69821649955523,19.224946903934764,0.0532021250960777,47.664668391173834,129.07353490009942,162.71951457621958,-244.12838108514518,-0.008371225423574014,419.6144735666781
polyurethane_isocyanate,poly(1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene-co-4-[[4-[(4-hydroxyphenyl)iminomethyl]phenyl]methylideneamino]phenol),262.19599424605696,212.17451594040446,13.669550875542248,0.0621679280931714,32040215135757.125,32040215136092.113,44.312137787125394,-379.30099240835614,-0.01630659006153166,32040215136245.227
polyurethane_isocyanate,"poly(1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene-co-Butane-1,4-diol)",195.84735219417627,126.20848490369713,17.636416980263192,0.05320212509611361,22564476.768669356,22564603.711877394,86.71693372942357,-213.66014177030848,-0.005925462737783246,22564816.51412556
polyurethane_isocyanate,"poly(1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene-co-Ethane-1,2-diol)",194.49115994304574,106.18520570015795,17.495470200437154,0.05320212509608622,80450730.59626135,80450834.89453408,106.04693126047148,-210.34520399516703,-0.004823893853176173,80451048.82129931
polyurethane_isocyanate,poly(1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene-co-[6-(hydroxymethyl)pyridin-2-yl]methanol),221.3139488092521,134.6297405938435,14.265521204793767,0.061443098279617074,13568.550323377149,13737.257386403928,122.4705756790661,-291.17763870584577,-0.0075921246004121675,13938.82097708332
polyurethane_isocyanate,"poly(2,4-Diisocyanato-1-methylbenzene-co-6-[4-[4-(6-hydroxyhexoxy)phenyl]phenoxy]hexan-1-ol)",227.43908769561753,249.8303361347009,51.119865963927175,0.047694670701724645,-83.40165147575829,134.75168321683623,64.33615939520627,-282.4894940878008,-0.016859039583833547,445.0353329891891
polycarbonate_phosgene,"poly(2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]phenol-co-Carbonyl dichloride)",182.56441152177499,113.4865713999847,4.127142126021908,0.017290175889587638,54739.13937956106,54767.28786218155,169.36614526741332,-197.5146278879005,-0.007274471534683317,55039.33479478473
polycarbonate_phosgene,"poly(2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol-co-Carbonyl dichloride)",178.63310100803236,109.05257454647192,3.6993006984834196,0.0071666558001395545,45257.58700286559,45301.84611616781,77.19090295501995,-121.45001625724628,-0.006200107788268434,45548.97914577438
polycarbonate_phosgene,"poly(2,6-dichloro-4-[2-(3,5-dichloro-4-hydroxyphenyl)propan-2-yl]phenol-co-Carbonyl dichloride)",178.4559369838412,108.62472279175198,3.6604397532627693,0.007259576931846367,65243.60643968188,65260.24342808889,82.71756930279265,-99.3545577098079,-0.005426125244219184,65534.35479878767
polyester,"poly(2-(2-Hydroxyethoxy)ethanol-co-Benzene-1,3-dicarboxylic acid)",161.72626798325643,88.32850008818492,25.64889147738224,2.8806808633145363e-05,35673857977688.055,35673857977418.875,457.5258312259404,-188.3474714082962,-0.0027517260203168714,35673857977963.76
polyester,poly(2-(2-Hydroxyethoxy)ethanol-co-Decanedioic acid),139.894431244022,133.7602783120627,36.68594898357108,0.003854966654289445,330890435.46169925,330890409.52753353,201.6027224060766,-175.66855667358348,-0.004168356440140048,330890745.8062127
polyester,poly(2-(2-Hydroxyethoxy)ethanol-co-hexanedioic acid),137.61887097452092,94.33094691913779,36.48462680594273,0.005472600268937773,330247233.3656898,330247220.3326483,180.59700511645616,-167.56396356690385,-0.0024530856118323893,330247501.80560714
polyester,"poly(2-Ethyl-2-methylpropane-1,3-diol-co-Decanedioic acid)",142.85685415384575,152.74152280992465,33.51573895397653,0.0030427504344847124,198832.81573541198,198819.47486674302,179.76861288581426,-166.42774421686173,-0.004862134087746077,199161.93289408018
polycarbonate_phosgene,poly(2-ethyl-4-[2-(3-ethyl-4-hydroxyphenyl)propan-2-yl]phenol-co-Carbonyl dichloride),182.14382220396027,143.3422472123715,3.1667572033851887,0.014798188034960778,400370.2742845318,400467.82271991967,21.696454813327907,-119.24489020119499,-0.005582211471546721,400698.9419093396
polycarbonate_phosgene,"poly(3,3,3',3'-tetramethyl-1,1'-spirobi[2H-indene]-5,5'-diol-co-Carbonyl dichloride)",172.29044952072655,187.65993237547104,34.12004558729078,0.011952205370209487,4826.412694194473,4942.840075860933,11.49548657551005,-127.92286824196972,-0.006428304280846526,5220.495073883331
polyamide,"poly(3,3-bis[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]-2-phenylisoindol-1-one-co-Benzene-1,3-dicarboxylic acid)",392.45313799584886,375.4158241076078,76.72422092817665,0.13999385678340348,-200.41066553197706,198.65721160358638,286.41397456399,-685.4818516995534,-0.04415684999686846,644.3225113564398
polycarbonate_phosgene,"poly(4,4-bis(4-hydroxy-3-methylphenyl)pentanenitrile-co-Carbonyl dichloride)",183.89965392484953,141.76659446454292,10.627015245370783,0.07231299635521866,141146664.82232946,141146756.1166735,32.185427805348986,-123.47977184692041,-0.005959153466767018,141147001.1879061
polyamide,poly(4-(4-amino-2-methylphenyl)-3-methylaniline-co-5-(3-carboxy-4-methoxycarbonylbenzoyl)-2-methoxycarbonylbenzoic acid),269.37370121414483,211.85866234076028,51.264063047284345,0.12910232384094733,3177417186.0893083,3177417492.3377295,247.03370164824156,-553.2821225287323,-0.01593306504762754,3177417718.7148366
polyamide,"poly(4-(4-aminophenoxy)aniline-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",258.1647383423323,219.02553116840102,39.560630106010414,0.015950828939053086,-48.84058621589241,158.54199617646853,93.50682763078933,-300.8894100231503,-0.012985451617585641,467.92626422979043
polycarbonate_phosgene,poly(4-[(4-hydroxyphenyl)methyl]phenol-co-Carbonyl dichloride),172.35492144829914,86.84378577747759,9.594771935678706,0.00815808039989568,11186.175528460288,11239.02852072463,79.35602923806778,-132.20902150241056,-0.002710416649290822,11454.977165702143
polycarbonate_phosgene,"poly(4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol-co-Carbonyl dichloride)",186.4228102654797,147.0792926666506,9.222183402383775,0.023326501690712237,540.0234115161319,688.5187250564671,31.177322272850077,-179.6726358131853,-0.006617220868175619,882.7710243523367
polycarbonate_phosgene,"poly(4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol-co-Carbonyl dichloride)",181.38272017366702,110.87699577541962,3.9794562687857207,0.017904453626021666,117.97907450323865,204.8893860491625,125.07317595647902,-211.98348750240285,-0.004374586691732673,414.236151174737
polycarbonate_phosgene,poly(4-[1-(4-hydroxy-3-methylphenyl)cyclohexyl]-2-methylphenol-co-Carbonyl dichloride),183.4989023918214,160.55977078953813,20.666187583450657,0.00721056242098124,12711569292.096117,12711569337.964651,74.55416775813868,-120.4227021588844,-0.00599781098095954,12711569656.828188
polycarbonate_phosgene,poly(4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol-co-Carbonyl dichloride),202.224477209089,129.55306754219342,10.245702146663865,0.047044484175206264,-17.863962408022914,65.81588461453562,77.98402224700688,-161.66386926956542,-0.005433388153064626,324.2063289740986
polycarbonate_phosgene,poly(4-[1-(4-hydroxyphenyl)cycloheptyl]phenol-co-Carbonyl dichloride),181.91743406922217,155.24897506871739,19.588269962131786,0.019656514079076388,18124769.364942092,18124883.720032606,32.09241093008515,-146.44750144383949,-0.005417831325699395,18125126.139277708
polycarbonate_phosgene,poly(4-[1-(4-hydroxyphenyl)cyclohexyl]phenol-co-Carbonyl dichloride),181.7466840537917,140.25823167433353,14.677498645060373,0.00978135736251418,62580961.489697166,62581053.650542215,49.42462379063661,-141.58546883568835,-0.0048781801239186524,62581298.1818929
polycarbonate_phosgene,"poly(4-[2,2-dichloro-1-(4-hydroxyphenyl)ethenyl]phenol-co-Carbonyl dichloride)",173.33860572721443,89.12199885631628,29.656137186466182,0.009517280356756952,928821.1084882524,928915.5959891244,34.156768199773786,-128.6442690717204,-0.0037976580831151113,929113.2347473027
polyamide,"poly(4-[2-(4-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]aniline-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",264.5088397368182,243.53666211053144,26.068494240047762,0.02764209866498323,-94.98213624118823,201.0389136492804,110.72657570975639,-406.74762560022504,-0.016730523837331302,439.15950194487414
polycarbonate_phosgene,"poly(4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol-co-Carbonyl dichloride)",181.05937149995722,144.47813882303555,7.40825846900511,0.017079483502469406,250189.9661503893,250301.00804874412,-21.700637903658105,-89.34126045118587,-0.0055938751990338865,250522.9289986648
polycarbonate_phosgene,poly(4-[2-(4-hydroxy-3-methylphenyl)propan-2-yl]-2-methylphenol-co-Carbonyl dichloride),179.2058854464149,123.70344838736762,3.2071975566454807,0.020409357641213204,13857717.026151821,13857825.138982335,5.31477564245789,-113.42760615657014,-0.0045146382319854825,13858023.163092567
polycarbonate_phosgene,poly(4-[2-(4-hydroxy-3-propan-2-ylphenyl)propan-2-yl]-2-propan-2-ylphenol-co-Carbonyl dichloride),183.9264986310151,164.94053118693836,10.48086272946388,0.018701603692864572,165423.1132988808,165540.32876043272,10.539517002570246,-127.75497855446592,-0.006762796750599444,165782.4798930319
polycarbonate_phosgene,poly(4-[2-(4-hydroxyphenyl)butan-2-yl]phenol-co-Carbonyl dichloride),178.56688210855864,117.65259501347983,6.863969007063332,0.012082972921261067,6164.631975069058,6275.433623174581,27.333854375796324,-138.1355024813196,-0.004013349670181186,6467.727504171081
polycarbonate_phosgene,poly(4-[2-(4-hydroxyphenyl)pentan-2-yl]phenol-co-Carbonyl dichloride),179.8517255504886,126.76869327362475,12.587693620376811,0.012178605044365534,-45.26536100752902,51.69997909200427,43.179660637655346,-140.14500073718864,-0.004504166697458433,273.95493004200546
polycarbonate_phosgene,poly(4-[2-(4-hydroxyphenyl)propan-2-yl]phenol-co-Carbonyl dichloride),177.36303643240376,106.53104114262729,3.6142591638941135,0.007637348716825577,2407.2048802503095,2524.504385704645,19.56544412291316,-136.86494957724818,-0.003550785653404424,2694.720854337951
polycarbonate_phosgene,poly(4-[4-(4-hydroxy-3-methylphenyl)heptan-4-yl]-2-methylphenol-co-Carbonyl dichloride),186.5667742005952,168.6175285792475,14.879485993146192,0.043923219704691936,1839.262368412708,1893.9930304534757,65.7953489806434,-120.5260110214112,-0.006762796750126047,2209.3700804054015
polycarbonate_phosgene,poly(4-[4-(4-hydroxyphenyl)heptan-4-yl]phenol-co-Carbonyl dichloride),182.73222507292766,149.6509629525109,11.56559540825052,0.04630953605190806,31368850.39209586,31368967.80926332,25.701935337500743,-143.11910279340015,-0.005570559781094891,31369194.387188826
polyamide,"poly(4-[4-[2-[4-(4-aminophenoxy)phenyl]propan-2-yl]phenoxy]aniline-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",316.17168656886474,316.5727663787529,36.561326664479836,0.0387304111071569,10103523.344428362,10103902.732698902,31.270710298187854,-410.6589808398401,-0.0267473591684056,10104192.688938385
polyamide,"poly(4-[4-[4-[1-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]cyclohexyl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-4-[2-(4-carboxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]benzoic acid)",376.84095201956643,399.121780189828,90.33327137218056,0.11649437196177899,-310.0144874626215,143.89475636792076,232.55268145884835,-686.4619252893906,-0.04842870996894067,556.3980104909153
polyamide,"poly(4-[4-[4-[1-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]cyclohexyl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-5-tert-butylbenzene-1,3-dicarboxylic acid)",349.30806260453016,370.8855040563178,71.973792971301,0.09752912399261245,27537030.590784613,27537485.371858217,51.818787430790394,-506.59986103356135,-0.039757326599416984,27537822.85567337
polyamide,"poly(4-[4-[4-[1-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]cyclohexyl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-Benzene-1,3-dicarboxylic acid)",344.18230982537153,335.26625068129215,84.28741504579571,0.0975261004947953,-246.4465687915732,119.1505313075105,159.32651321635853,-524.9236133154423,-0.033965246616228885,517.3869328613811
polyamide,poly(4-[4-[4-[1-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]cyclohexyl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-Terephthalic acid),344.3487418805072,335.15885122977755,85.23969336408362,0.09753244350203581,-151.68103064328193,174.11198303548838,180.66943196326366,-506.46244564203397,-0.033965246616228885,613.1637882745885
polyamide,"poly(4-[4-[4-[1-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]cyclohexyl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-naphthalene-2,6-dicarboxylic acid)",365.6193364855404,355.68389581300147,85.48593344644686,0.09755620316294127,5255.57703836071,5623.632225163854,169.1914805512729,-537.2466673544174,-0.038387198295984505,6062.463760308861
polyamide,"poly(4-[4-[4-[2-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]-1,1,1,3,3,3-hexafluoropropan-2-yl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-Benzene-1,3-dicarboxylic acid)",342.6660237010227,300.7570795668496,48.73777282499782,0.05393550728373713,611818594.7734258,611819040.4637283,197.4293631883338,-643.1196656743449,-0.03261191104812262,611819286.9882375
polyamide,"poly(4-[4-[4-[2-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]propan-2-yl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-Benzene-1,3-dicarboxylic acid)",338.59563759246885,297.5237068644808,47.29637688309088,0.05895948405593833,88779663868.13484,88779664366.35002,25.153249543902586,-523.368429291745,-0.030288961515736526,88779664551.60953
polyamide,"poly(4-[4-[4-[9-[4-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]phenyl]fluoren-9-yl]phenoxy]-3-(trifluoromethyl)phenyl]aniline-co-Benzene-1,3-dicarboxylic acid)",382.24554416244314,377.97895562894286,62.16054376356723,0.19381876814769972,2942923554766.9,2942923555159.812,167.7252009700369,-560.6372265836226,-0.040526735563961365,2942923555589.479
polyamide,"poly(4-[4-[6'-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]spiro[fluorene-9,9'-xanthene]-3'-yl]oxy-3-(trifluoromethyl)phenyl]aniline-co-4-[2-(4-carboxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]benzoic acid)",412.70396582677586,439.700070570044,66.32703410039302,0.06165365143399228,191569837132639.9,191569837133402.7,-30.57702302812766,-732.2276488136208,-0.05691888192699525,191569837133558.7
polyamide,"poly(4-[4-[6'-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]spiro[fluorene-9,9'-xanthene]-3'-yl]oxy-3-(trifluoromethyl)phenyl]aniline-co-5-tert-butylbenzene-1,3-dicarboxylic acid)",384.7095546279565,411.47815343375936,54.05311313356943,0.042677783309175384,191569837148520.03,191569837149263.78,-170.89129924610467,-572.8561785891803,-0.04748466437238757,191569837149370.3
polyamide,"poly(4-[4-[6'-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]spiro[fluorene-9,9'-xanthene]-3'-yl]oxy-3-(trifluoromethyl)phenyl]aniline-co-Benzene-1,3-dicarboxylic acid)",379.7006073887988,375.768894666671,59.047543896030135,0.04267043406927095,191569837132693.34,191569837133364.06,-66.57731010057344,-604.145577470277,-0.04113022051709875,191569837133507.9
polyamide,"poly(4-[4-[6'-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]spiro[fluorene-9,9'-xanthene]-3'-yl]oxy-3-(trifluoromethyl)phenyl]aniline-co-Terephthalic acid)",379.77000129783676,375.6984904749355,60.463344676395245,0.042673428268553984,191569837132786.72,191569837133417.94,-25.14456305156416,-606.0573844343362,-0.04113022051709875,191569837133602.7
polyamide,"poly(4-[4-[6'-[4-(4-aminophenyl)-2-(trifluoromethyl)phenoxy]spiro[fluorene-9,9'-xanthene]-3'-yl]oxy-3-(trifluoromethyl)phenyl]aniline-co-naphthalene-2,6-dicarboxylic acid)",401.289341565716,396.1890651676685,62.86588046657319,0.04266431799375215,191569837138201.62,191569837138878.84,-96.56956475485694,-580.6642819773219,-0.04598156293822259,191569837139062.0
polyamide,"poly(4-[4-amino-2-(trifluoromethyl)phenyl]-3-(trifluoromethyl)aniline-co-1-(4-carboxyphenyl)-1,3,3-trimethyl-2H-indene-5-carboxylic acid)",260.6821158576469,229.96635700056476,50.66831196183067,0.01851744351090071,4536.783118126494,4655.5826413172645,253.61089030214535,-372.41041349291595,-0.015790662117472768,5078.1184203900475
polycarbonate_phosgene,poly(4-[5-(4-hydroxyphenyl)nonan-5-yl]phenol-co-Carbonyl dichloride),184.96911885464985,168.02453747773762,17.626148983368466,0.04148173072203564,-17.61791347260425,61.87611678936832,67.48703059361462,-146.98106085558717,-0.006749964905657392,353.04337357387374
polycarbonate_phosgene,poly(4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol-co-Carbonyl dichloride),218.2048742477063,183.90508987207986,9.235630282775304,0.04416304825584288,130.41827384790636,115.28346755885568,185.8437065870073,-170.70890029795663,-0.007546352092651979,541.8080312987239
polyurethane_isocyanate,"poly(5-Isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane-co-2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol)",156.7993789546584,190.58951292782677,48.6149811405394,0.0026989564193433528,28806626.189128987,28806654.793932024,199.99248486962065,-228.59728790872597,-0.009197972055512909,28807022.19570097
